Var;Geo;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Yield (t/ha);Haute-Normandie ;;;;;;;;;;
Yield (t/ha);Hauts-de-France;;;;;;;;;;
Yield (t/ha);Nord-Pas de Calais;;;;;;;;;;
Yield (t/ha);Picardie;;;;;;;;;;
Yield (t/ha);Grand Est;;;;;;;;;;
Yield (t/ha);Alsace;;;;;;;;;;
Yield (t/ha);Champagne-Ardenne;;;;;;;;;;
Yield (t/ha);Lorraine;;;;;;;;;;
Yield (t/ha);Pays de la Loire;;;;;;;;;;
Yield (t/ha);Pays de la Loire;;;;;;;;;;
Yield (t/ha);Bretagne;;;;;;;;;;
Yield (t/ha);Bretagne;;;;;;;;;;
Yield (t/ha);Nouvelle-Aquitaine;;;;;;;;;;
Yield (t/ha);Aquitaine;;;;;;;;;;
Yield (t/ha);Limousin;;;;;;;;;;
Yield (t/ha);Poitou-Charentes;;;;;;;;;;
Yield (t/ha);Occitanie;;;;;;;;;;
Yield (t/ha);Languedoc-Roussillon;;;;;;;;;;
Yield (t/ha);Midi-Pyrénées;;;;;;;;;;
Yield (t/ha);Auvergne - Rhône-Alpes;;;;;;;;;;
Yield (t/ha);Auvergne;;;;;;;;;;
Yield (t/ha);Rhône-Alpes;;;;;;;;;;
Yield (t/ha);Provence-Alpes-Côte d’Azur;;;;;;;;;;
Yield (t/ha);Provence-Alpes-Côte d’Azur;;;;;;;;;;
Yield (t/ha);Corse;;;;;;;;;;
Yield (t/ha);Corse;;;;;;;;;;
Yield (t/ha);RUP FR - Régions ultrapériphériques françaises;;;;;;;;;;
Yield (t/ha);Guadeloupe;;;;;;;;;;
Yield (t/ha);Martinique ;;;;;;;;;;
Yield (t/ha);Guyane;;;;;;;;;;
Yield (t/ha);La Réunion ;;;;;;;;;;
Yield (t/ha);Mayotte;;;;;;;;;;
Yield (t/ha);Bassin Parisien (NUTS 2013);;;;;;;;;;
Yield (t/ha);Champagne-Ardenne (NUTS 2013);;;;;;;;;;
Yield (t/ha);Picardie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Haute-Normandie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Centre (FR) (NUTS 2013);;;;;;;;;;
Yield (t/ha);Basse-Normandie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Bourgogne (NUTS 2013);;;;;;;;;;
Yield (t/ha);Nord-Pas-de-Calais (NUTS 2013);;;;;;;;;;
Yield (t/ha);Nord-Pas-de-Calais (NUTS 2013);;;;;;;;;;
Yield (t/ha);Est (FR) (NUTS 2013);;;;;;;;;;
Yield (t/ha);Lorraine (NUTS 2013);;;;;;;;;;
Yield (t/ha);Alsace (NUTS 2013);;;;;;;;;;
Yield (t/ha);Franche-Comté (NUTS 2013);;;;;;;;;;
Yield (t/ha);Ouest (FR) (NUTS 2013);;;;;;;;;;
Yield (t/ha);Pays de la Loire (NUTS 2013);;;;;;;;;;
Yield (t/ha);Bretagne (NUTS 2013);;;;;;;;;;
Yield (t/ha);Poitou-Charentes (NUTS 2013);;;;;;;;;;
Yield (t/ha);Sud-Ouest (FR) (NUTS 2013);;;;;;;;;;
Yield (t/ha);Aquitaine (NUTS 2013);;;;;;;;;;
Yield (t/ha);Midi-Pyrénées (NUTS 2013);;;;;;;;;;
Yield (t/ha);Limousin (NUTS 2013);;;;;;;;;;
Yield (t/ha);Centre-Est (FR) (NUTS 2013);;;;;;;;;;
Yield (t/ha);Rhône-Alpes (NUTS 2013);;;;;;;;;;
Yield (t/ha);Auvergne (NUTS 2013);;;;;;;;;;
Yield (t/ha);Méditerranée (NUTS 2013);;;;;;;;;;
Yield (t/ha);Languedoc-Roussillon (NUTS 2013);;;;;;;;;;
Yield (t/ha);Provence-Alpes-Côte d'Azur (NUTS 2013);;;;;;;;;;
Yield (t/ha);Corse (NUTS 2013);;;;;;;;;;
Yield (t/ha);Départements d'outre-mer (NUTS 2013);;;;;;;;;;
Yield (t/ha);Guadeloupe (NUTS 2013);;;;;;;;;;
Yield (t/ha);Martinique (NUTS 2013);;;;;;;;;;
Yield (t/ha);Guyane (NUTS 2013);;;;;;;;;;
Yield (t/ha);La Réunion (NUTS 2013);;;;;;;;;;
Yield (t/ha);Mayotte (NUTS 2013);;;;;;;;;;
Yield (t/ha);Départements d'outre-mer (NUTS 2010);;;;;;;;;;
Yield (t/ha);Guadeloupe (NUTS 2010);;;;;;;;;;
Yield (t/ha);Martinique (NUTS 2010);;;;;;;;;;
Yield (t/ha);Guyane (NUTS 2010);;;;;;;;;;
Yield (t/ha);Réunion (NUTS 2010);;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Croatia;2,8;2,2;3,1;2,4;3,19;3,15;3,09;2,64;2,16;
Yield (t/ha);Hrvatska;;;;;;;;;;
Yield (t/ha);Panonska Hrvatska;;;;;;;;;;
Yield (t/ha);Jadranska Hrvatska;;;;;;;;;;
Yield (t/ha);Kontinentalna Hrvatska;;;;;;;;;;
Yield (t/ha);Grad Zagreb;;;;;;;;;;
Yield (t/ha);Sjeverna Hrvatska;;;;;;;;;;
Yield (t/ha);Sjeverozapadna Hrvatska (former statistical region);;;;;;;;;;
Yield (t/ha);Italy;3,64;3,76;3,91;3,29;3,63;;3,93;3,23;2,75;
Yield (t/ha);Nord-Ovest;;;;;;;;;;
Yield (t/ha);Piemonte;;;;;;;;;;
Yield (t/ha);Valle d'Aosta/Vallée d'Aoste;;;;;;;;;;
Yield (t/ha);Liguria;;;;;;;;;;
Yield (t/ha);Lombardia;;;;;;;;;;
Yield (t/ha);Nord-Est;;;;;;;;;;
Yield (t/ha);Provincia Autonoma di Bolzano/Bozen;;;;;;;;;;
Yield (t/ha);Provincia Autonoma di Trento;;;;;;;;;;
Yield (t/ha);Veneto;;;;;;;;;;
Yield (t/ha);Friuli-Venezia Giulia;;;;;;;;;;
Yield (t/ha);Emilia-Romagna;;;;;;;;;;
Yield (t/ha);Nord-Est (NUTS 2006);;;;;;;;;;
Yield (t/ha);Provincia Autonoma Bolzano/Bozen (NUTS 2006);;;;;;;;;;
Yield (t/ha);Provincia Autonoma Trento (NUTS 2006);;;;;;;;;;
Yield (t/ha);Veneto (NUTS 2006);;;;;;;;;;
Yield (t/ha);Friuli-Venezia Giulia (NUTS 2006);;;;;;;;;;
Yield (t/ha);Emilia-Romagna (NUTS 2006);;;;;;;;;;
Yield (t/ha);Centro (IT);;;;;;;;;;
Yield (t/ha);Toscana;;;;;;;;;;
Yield (t/ha);Umbria;;;;;;;;;;
Yield (t/ha);Marche;;;;;;;;;;
Yield (t/ha);Lazio;;;;;;;;;;
Yield (t/ha);Centro (I) (NUTS 2006);;;;;;;;;;
Yield (t/ha);Toscana (NUTS 2006);;;;;;;;;;
Yield (t/ha);Umbria (NUTS 2006);;;;;;;;;;
Yield (t/ha);Marche (NUTS 2006);;;;;;;;;;
Yield (t/ha);Lazio (NUTS 2006);;;;;;;;;;
Yield (t/ha);Sud;;;;;;;;;;
Yield (t/ha);Abruzzo;;;;;;;;;;
Yield (t/ha);Molise;;;;;;;;;;
Yield (t/ha);Campania;;;;;;;;;;
Yield (t/ha);Puglia;;;;;;;;;;
Yield (t/ha);Basilicata;;;;;;;;;;
Yield (t/ha);Calabria;;;;;;;;;;
Yield (t/ha);Isole;;;;;;;;;;
Yield (t/ha);Sicilia;;;;;;;;;;
Yield (t/ha);Sardegna;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Cyprus;;;;;;;;;;
Yield (t/ha);Kypros;;;;;;;;;;
Yield (t/ha);Kypros;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Latvia;;;;;;;;;;
Yield (t/ha);Latvija;;;;;;;;;;
Yield (t/ha);Latvija;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Lithuania;0,78;0,68;1,65;1,24;1,79;1,27;1,24;1,45;1,12;
Yield (t/ha);Lietuva;;;;;;;;;;
Yield (t/ha);Sostinės regionas;;;;;;;;;;
Yield (t/ha);Vidurio ir vakarų Lietuvos regionas ;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Luxembourg;;;;;;;2,71;1,78;1,78;
Yield (t/ha);Luxembourg;;;;;;;;;;
Yield (t/ha);Luxembourg;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Hungary;2,69;2,03;3,03;2,37;2,92;2,91;2,83;2,52;1,85;
Yield (t/ha);Közép-Magyarország;;;;;;;;;;
Yield (t/ha);Budapest;;;;;;;;;;
Yield (t/ha);Pest;;;;;;;;;;
Yield (t/ha);Közép-Magyarország (NUTS 2013);;;;;;;;;;
Yield (t/ha);Dunántúl;;;;;;;;;;
Yield (t/ha);Közép-Dunántúl;;;;;;;;;;
Yield (t/ha);Nyugat-Dunántúl;;;;;;;;;;
Yield (t/ha);Dél-Dunántúl;;;;;;;;;;
Yield (t/ha);Alföld és Észak;;;;;;;;;;
Yield (t/ha);Észak-Magyarország;;;;;;;;;;
Yield (t/ha);Észak-Alföld;;;;;;;;;;
Yield (t/ha);Dél-Alföld;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Malta;;;;;;;;;;
Yield (t/ha);Malta;;;;;;;;;;
Yield (t/ha);Malta;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Netherlands;;;;;0;0;;;;
Yield (t/ha);Noord-Nederland;;;;;;;;;;
Yield (t/ha);Groningen;;;;;;;;;;
Yield (t/ha);Friesland (NL);;;;;;;;;;
Yield (t/ha);Drenthe;;;;;;;;;;
Yield (t/ha);Oost-Nederland;;;;;;;;;;
Yield (t/ha);Overijssel;;;;;;;;;;
Yield (t/ha);Gelderland;;;;;;;;;;
Yield (t/ha);Flevoland;;;;;;;;;;
Yield (t/ha);West-Nederland;;;;;;;;;;
Yield (t/ha);Utrecht;;;;;;;;;;
Yield (t/ha);Noord-Holland;;;;;;;;;;
Yield (t/ha);Zuid-Holland;;;;;;;;;;
Yield (t/ha);Zeeland;;;;;;;;;;
Yield (t/ha);Zuid-Nederland;;;;;;;;;;
Yield (t/ha);Noord-Brabant;;;;;;;;;;
Yield (t/ha);Limburg (NL);;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Austria;2,76;2,42;3,1;3,03;2,76;3,15;2,99;3,1;2,65;
Yield (t/ha);Ostösterreich;;;;;;;;;;
Yield (t/ha);Burgenland;;;;;;;;;;
Yield (t/ha);Niederösterreich;;;;;;;;;;
Yield (t/ha);Wien;;;;;;;;;;
Yield (t/ha);Südösterreich;;;;;;;;;;
Yield (t/ha);Kärnten;;;;;;;;;;
Yield (t/ha);Steiermark;;;;;;;;;;
Yield (t/ha);Westösterreich;;;;;;;;;;
Yield (t/ha);Oberösterreich;;;;;;;;;;
Yield (t/ha);Salzburg;;;;;;;;;;
Yield (t/ha);Tirol;;;;;;;;;;
Yield (t/ha);Vorarlberg;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Poland;0;1,45;1,98;2,2;1,91;1,96;2,07;2,28;2,39;
Yield (t/ha);Region Centralny (NUTS 2013);;;;;;;;;;
Yield (t/ha);Lódzkie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Mazowieckie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Makroregion Poludniowy;;;;;;;;;;
Yield (t/ha);Małopolskie;;;;;;;;;;
Yield (t/ha);Śląskie;;;;;;;;;;
Yield (t/ha);Region Wschodni (NUTS 2013);;;;;;;;;;
Yield (t/ha);Lubelskie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Podkarpackie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Swietokrzyskie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Podlaskie (NUTS 2013);;;;;;;;;;
Yield (t/ha);Makroregion Pólnocno-Zachodni;;;;;;;;;;
Yield (t/ha);Wielkopolskie;;;;;;;;;;
Yield (t/ha);Zachodniopomorskie;;;;;;;;;;
Yield (t/ha);Lubuskie;;;;;;;;;;
Yield (t/ha);Makroregion Poludniowo-Zachodni;;;;;;;;;;
Yield (t/ha);Dolnośląskie;;;;;;;;;;
Yield (t/ha);Opolskie;;;;;;;;;;
Yield (t/ha);Makroregion Pólnocny;;;;;;;;;;
Yield (t/ha);Kujawsko-pomorskie;;;;;;;;;;
Yield (t/ha);Warmińsko-mazurskie;;;;;;;;;;
Yield (t/ha);Pomorskie;;;;;;;;;;
Yield (t/ha);Makroregion Centralny;;;;;;;;;;
Yield (t/ha);Łódzkie;;;;;;;;;;
Yield (t/ha);Świętokrzyskie;;;;;;;;;;
Yield (t/ha);Makroregion Wschodni;;;;;;;;;;
Yield (t/ha);Lubelskie;;;;;;;;;;
Yield (t/ha);Podkarpackie;;;;;;;;;;
Yield (t/ha);Podlaskie;;;;;;;;;;
Yield (t/ha);Makroregion Województwo Mazowieckie;;;;;;;;;;
Yield (t/ha);Warszawski stołeczny;;;;;;;;;;
Yield (t/ha);Mazowiecki regionalny;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Portugal;;;;;;;;;;
Yield (t/ha);Continente;;;;;;;;;;
Yield (t/ha);Norte;;;;;;;;;;
Yield (t/ha);Algarve;;;;;;;;;;
Yield (t/ha);Centro (PT);;;;;;;;;;
Yield (t/ha);Área Metropolitana de Lisboa;;;;;;;;;;
Yield (t/ha);Alentejo;;;;;;;;;;
Yield (t/ha);Região Autónoma dos Açores;;;;;;;;;;
Yield (t/ha);Região Autónoma dos Açores;;;;;;;;;;
Yield (t/ha);Região Autónoma da Madeira;;;;;;;;;;
Yield (t/ha);Região Autónoma da Madeira;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Romania;2,69;2,16;2,19;2,52;2,91;2,78;2,02;2,63;1,9;
Yield (t/ha);Macroregiunea unu;;;;;;;;;;
Yield (t/ha);Nord-Vest;;;;;;;;;;
Yield (t/ha);Centru;;;;;;;;;;
Yield (t/ha);Macroregiunea doi;;;;;;;;;;
Yield (t/ha);Nord-Est;;;;;;;;;;
Yield (t/ha);Sud-Est;;;;;;;;;;
Yield (t/ha);Macroregiunea trei;;;;;;;;;;
Yield (t/ha);Sud - Muntenia;;;;;;;;;;
Yield (t/ha);Bucureşti - Ilfov;;;;;;;;;;
Yield (t/ha);Macroregiunea patru;;;;;;;;;;
Yield (t/ha);Sud-Vest Oltenia;;;;;;;;;;
Yield (t/ha);Vest;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Slovenia;0;2,75;3;2,65;3,04;2,96;3,06;2,54;2,3;
Yield (t/ha);Slovenija;;;;;;;;;;
Yield (t/ha);Vzhodna Slovenija;;;;;;;;;;
Yield (t/ha);Vzhodna Slovenija (NUTS 2010);;;;;;;;;;
Yield (t/ha);Zahodna Slovenija;;;;;;;;;;
Yield (t/ha);Zahodna Slovenija (NUTS 2010);;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Slovakia;2,34;1,46;2,71;2,39;2,36;2,52;2,59;2,57;1,48;
Yield (t/ha);Slovensko;;;;;;;;;;
Yield (t/ha);Bratislavský kraj;;;;;;;;;;
Yield (t/ha);Západné Slovensko;;;;;;;;;;
Yield (t/ha);Stredné Slovensko;;;;;;;;;;
Yield (t/ha);Východné Slovensko;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Finland;;;;;;;;;;
Yield (t/ha);Manner-Suomi;;;;;;;;;;
Yield (t/ha);Itä-Suomi (NUTS 2006);;;;;;;;;;
Yield (t/ha);Etelä-Suomi (NUTS 2006);;;;;;;;;;
Yield (t/ha);Länsi-Suomi;;;;;;;;;;
Yield (t/ha);Pohjois-Suomi (NUTS 2006);;;;;;;;;;
Yield (t/ha);Helsinki-Uusimaa;;;;;;;;;;
Yield (t/ha);Etelä-Suomi;;;;;;;;;;
Yield (t/ha);Pohjois- ja Itä-Suomi;;;;;;;;;;
Yield (t/ha);Åland;;;;;;;;;;
Yield (t/ha);Åland;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Sweden;;;;;;;;;;
Yield (t/ha);Östra Sverige;;;;;;;;;;
Yield (t/ha);Stockholm;;;;;;;;;;
Yield (t/ha);Östra Mellansverige;;;;;;;;;;
Yield (t/ha);Södra Sverige;;;;;;;;;;
Yield (t/ha);Småland med öarna;;;;;;;;;;
Yield (t/ha);Sydsverige;;;;;;;;;;
Yield (t/ha);Västsverige;;;;;;;;;;
Yield (t/ha);Norra Sverige;;;;;;;;;;
Yield (t/ha);Norra Mellansverige;;;;;;;;;;
Yield (t/ha);Mellersta Norrland;;;;;;;;;;
Yield (t/ha);Övre Norrland;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);European Free Trade Association;;;;;;;;;;
Yield (t/ha);Iceland;;;;;;;;;;
Yield (t/ha);Ísland;;;;;;;;;;
Yield (t/ha);Ísland;;;;;;;;;;
Yield (t/ha);Norway;;;;;;;;;;
Yield (t/ha);Norge;;;;;;;;;;
Yield (t/ha);Oslo og Akershus;;;;;;;;;;
Yield (t/ha);Innlandet;;;;;;;;;;
Yield (t/ha);Sør-Østlandet (statistical region 2016);;;;;;;;;;
Yield (t/ha);Agder og Rogaland;;;;;;;;;;
Yield (t/ha);Vestlandet (statistical region 2016);;;;;;;;;;
Yield (t/ha);Trøndelag;;;;;;;;;;
Yield (t/ha);Nord-Norge;;;;;;;;;;
Yield (t/ha);Oslo og Viken;;;;;;;;;;
Yield (t/ha);Sør-Østlandet;;;;;;;;;;
Yield (t/ha);Vestlandet;;;;;;;;;;
Yield (t/ha);Jan Mayen and Svalbard;;;;;;;;;;
Yield (t/ha);Switzerland;2,73;2,44;2,64;3,44;2,15;3,22;2,67;2,69;2,14;
Yield (t/ha);Schweiz/Suisse/Svizzera;;;;;;;;;;
Yield (t/ha);Région lémanique;;;;;;;;;;
Yield (t/ha);Espace Mittelland;;;;;;;;;;
Yield (t/ha);Nordwestschweiz;;;;;;;;;;
Yield (t/ha);Zürich;;;;;;;;;;
Yield (t/ha);Ostschweiz;;;;;;;;;;
Yield (t/ha);Zentralschweiz;;;;;;;;;;
Yield (t/ha);Ticino;;;;;;;;;;
Yield (t/ha);United Kingdom;;;;;;;;;;
Yield (t/ha);North East (UK);;;;;;;;;;
Yield (t/ha);Tees Valley and Durham;;;;;;;;;;
Yield (t/ha);Northumberland and Tyne and Wear;;;;;;;;;;
Yield (t/ha);North West (UK);;;;;;;;;;
Yield (t/ha);Cumbria;;;;;;;;;;
Yield (t/ha);Greater Manchester;;;;;;;;;;
Yield (t/ha);Lancashire;;;;;;;;;;
Yield (t/ha);Cheshire;;;;;;;;;;
Yield (t/ha);Merseyside;;;;;;;;;;
Yield (t/ha);Yorkshire and The Humber;;;;;;;;;;
Yield (t/ha);East Yorkshire and Northern Lincolnshire;;;;;;;;;;
Yield (t/ha);North Yorkshire;;;;;;;;;;
Yield (t/ha);South Yorkshire;;;;;;;;;;
Yield (t/ha);West Yorkshire;;;;;;;;;;
Yield (t/ha);East Midlands (UK);;;;;;;;;;
Yield (t/ha);Derbyshire and Nottinghamshire;;;;;;;;;;
Yield (t/ha);Leicestershire, Rutland and Northamptonshire;;;;;;;;;;
Yield (t/ha);Lincolnshire;;;;;;;;;;
Yield (t/ha);West Midlands (UK);;;;;;;;;;
Yield (t/ha);Herefordshire, Worcestershire and Warwickshire;;;;;;;;;;
Yield (t/ha);Shropshire and Staffordshire;;;;;;;;;;
Yield (t/ha);West Midlands;;;;;;;;;;
Yield (t/ha);East of England;;;;;;;;;;
Yield (t/ha);East Anglia;;;;;;;;;;
Yield (t/ha);Bedfordshire and Hertfordshire;;;;;;;;;;
Yield (t/ha);Essex;;;;;;;;;;
Yield (t/ha);London;;;;;;;;;;
Yield (t/ha);Inner London (NUTS 2010);;;;;;;;;;
Yield (t/ha);Outer London (NUTS 2010);;;;;;;;;;
Yield (t/ha);Inner London - West;;;;;;;;;;
Yield (t/ha);Inner London - East;;;;;;;;;;
Yield (t/ha);Outer London - East and North East;;;;;;;;;;
Yield (t/ha);Outer London - South;;;;;;;;;;
Yield (t/ha);Outer London - West and North West;;;;;;;;;;
Yield (t/ha);South East (UK);;;;;;;;;;
Yield (t/ha);Berkshire, Buckinghamshire and Oxfordshire;;;;;;;;;;
Yield (t/ha);Surrey, East and West Sussex;;;;;;;;;;
Yield (t/ha);Hampshire and Isle of Wight;;;;;;;;;;
Yield (t/ha);Kent;;;;;;;;;;
Yield (t/ha);South West (UK);;;;;;;;;;
Yield (t/ha);Gloucestershire, Wiltshire and Bristol/Bath area;;;;;;;;;;
Yield (t/ha);Dorset and Somerset;;;;;;;;;;
Yield (t/ha);Cornwall and Isles of Scilly;;;;;;;;;;
Yield (t/ha);Devon;;;;;;;;;;
Yield (t/ha);Wales;;;;;;;;;;
Yield (t/ha);West Wales and The Valleys;;;;;;;;;;
Yield (t/ha);East Wales;;;;;;;;;;
Yield (t/ha);Scotland;;;;;;;;;;
Yield (t/ha);Eastern Scotland (NUTS 2013);;;;;;;;;;
Yield (t/ha);South Western Scotland (NUTS 2013);;;;;;;;;;
Yield (t/ha);North Eastern Scotland;;;;;;;;;;
Yield (t/ha);Highlands and Islands;;;;;;;;;;
Yield (t/ha);Eastern Scotland;;;;;;;;;;
Yield (t/ha);West Central Scotland;;;;;;;;;;
Yield (t/ha);Southern Scotland;;;;;;;;;;
Yield (t/ha);Northern Ireland;;;;;;;;;;
Yield (t/ha);Northern Ireland;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Bosnia and Herzegovina;1,9;1,51;2,71;1,58;2,75;2,66;2,97;1,88;;
Yield (t/ha);Montenegro;;;;;;;;;;
Yield (t/ha);Crna Gora;;;;;;;;;;
Yield (t/ha);Crna Gora;;;;;;;;;;
Yield (t/ha);North Macedonia;1,23;1,6;;;;;;;;
Yield (t/ha);Severna Makedonija;;;;;;;;;;
Yield (t/ha);Severna Makedonija;;;;;;;;;;
Yield (t/ha);Albania;1,61;1,82;2,27;2,03;2,94;2,65;2,5;2,32;;
Yield (t/ha);Shqipëria;;;;;;;;;;
Yield (t/ha);Veri;;;;;;;;;;
Yield (t/ha);Qender;;;;;;;;;;
Yield (t/ha);Jug;;;;;;;;;;
Yield (t/ha);Serbia;3,54;2,46;3;2,29;3,29;3,05;3,17;2,28;1,69;
Yield (t/ha);Srbija - sever;;;;;;;;;;
Yield (t/ha);Beogradski region;;;;;;;;;;
Yield (t/ha);Region Vojvodine;;;;;;;;;;
Yield (t/ha);Srbija - jug;;;;;;;;;;
Yield (t/ha);Region Šumadije i Zapadne Srbije;;;;;;;;;;
Yield (t/ha);Region Južne i Istočne Srbije;;;;;;;;;;
Yield (t/ha);Türkiye;4,41;4;4,12;4,12;4,07;4,43;4,43;4,22;4,12;
Yield (t/ha);Istanbul;;;;;;;;;;
Yield (t/ha);Istanbul;;;;;;;;;;
Yield (t/ha);Bati Marmara;;;;;;;;;;
Yield (t/ha);Tekirdag, Edirne, Kirklareli;;;;;;;;;;
Yield (t/ha);Balikesir, Çanakkale;;;;;;;;;;
Yield (t/ha);Ege;;;;;;;;;;
Yield (t/ha);Izmir;;;;;;;;;;
Yield (t/ha);Aydin, Denizli, Mugla;;;;;;;;;;
Yield (t/ha);Manisa, Afyonkarahisar, Kütahya, Usak;;;;;;;;;;
Yield (t/ha);Dogu Marmara;;;;;;;;;;
Yield (t/ha);Bursa, Eskisehir, Bilecik;;;;;;;;;;
Yield (t/ha);Kocaeli, Sakarya, Düzce, Bolu, Yalova;;;;;;;;;;
Yield (t/ha);Bati Anadolu;;;;;;;;;;
Yield (t/ha);Ankara;;;;;;;;;;
Yield (t/ha);Konya, Karaman;;;;;;;;;;
Yield (t/ha);Akdeniz;;;;;;;;;;
Yield (t/ha);Antalya, Isparta, Burdur;;;;;;;;;;
Yield (t/ha);Adana, Mersin;;;;;;;;;;
Yield (t/ha);Hatay, Kahramanmaras, Osmaniye;;;;;;;;;;
Yield (t/ha);Orta Anadolu;;;;;;;;;;
Yield (t/ha);Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir;;;;;;;;;;
Yield (t/ha);Kayseri, Sivas, Yozgat;;;;;;;;;;
Yield (t/ha);Bati Karadeniz;;;;;;;;;;
Yield (t/ha);Zonguldak, Karabük, Bartin;;;;;;;;;;
Yield (t/ha);Kastamonu, Çankiri, Sinop;;;;;;;;;;
Yield (t/ha);Samsun, Tokat, Çorum, Amasya;;;;;;;;;;
Yield (t/ha);Dogu Karadeniz;;;;;;;;;;
Yield (t/ha);Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane;;;;;;;;;;
Yield (t/ha);Kuzeydogu Anadolu;;;;;;;;;;
Yield (t/ha);Erzurum, Erzincan, Bayburt;;;;;;;;;;
Yield (t/ha);Agri, Kars, Igdir, Ardahan;;;;;;;;;;
Yield (t/ha);Ortadogu Anadolu;;;;;;;;;;
Yield (t/ha);Malatya, Elazig, Bingöl, Tunceli;;;;;;;;;;
Yield (t/ha);Van, Mus, Bitlis, Hakkari;;;;;;;;;;
Yield (t/ha);Güneydogu Anadolu;;;;;;;;;;
Yield (t/ha);Gaziantep, Adiyaman, Kilis;;;;;;;;;;
Yield (t/ha);Sanliurfa, Diyarbakir;;;;;;;;;;
Yield (t/ha);Mardin, Batman, Sirnak, Siirt;;;;;;;;;;
Yield (t/ha);Kosovo (under United Nations Security Council Resolution 1244/99);;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
