Domain Code;Domain;Area Code (M49);Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Flag;Flag Description;
QCL;Crops and livestock products;246;Finland;5510;Production;141;Soya beans;2021;2021;tonnes;0;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2010;2010;ha;50939;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2011;2011;ha;41571;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2012;2012;ha;37367;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2013;2013;ha;42999;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2014;2014;ha;75789;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2015;2015;ha;122529;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2016;2016;ha;136518;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2017;2017;ha;141829;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2018;2018;ha;153850;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2019;2019;ha;163800;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2020;2020;ha;186720;A;Official figure;
QCL;Crops and livestock products;250;France;5312;Area harvested;141;Soya beans;2021;2021;ha;154380;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2010;2010;hg/ha;27495;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2011;2011;hg/ha;29473;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2012;2012;hg/ha;27815;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2013;2013;hg/ha;25599;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2014;2014;hg/ha;29986;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2015;2015;hg/ha;27490;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2016;2016;hg/ha;24829;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2017;2017;hg/ha;29275;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2018;2018;hg/ha;25901;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2019;2019;hg/ha;26162;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2020;2020;hg/ha;21780;A;Official figure;
QCL;Crops and livestock products;250;France;5419;Yield;141;Soya beans;2021;2021;hg/ha;28459;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2010;2010;tonnes;140059.2;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2011;2011;tonnes;122520.9;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2012;2012;tonnes;103935.3;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2013;2013;tonnes;110072;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2014;2014;tonnes;227262;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2015;2015;tonnes;336830;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2016;2016;tonnes;338955;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2017;2017;tonnes;415202;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2018;2018;tonnes;398480;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2019;2019;tonnes;428530;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2020;2020;tonnes;406670;A;Official figure;
QCL;Crops and livestock products;250;France;5510;Production;141;Soya beans;2021;2021;tonnes;439350;A;Official figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2010;2010;ha;1000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2011;2011;ha;2000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2012;2012;ha;2000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2013;2013;ha;5000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2014;2014;ha;9000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2015;2015;ha;12000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2016;2016;ha;16000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2017;2017;ha;19000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2018;2018;ha;24100;A;Official figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2019;2019;ha;28900;A;Official figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2020;2020;ha;33800;A;Official figure;
QCL;Crops and livestock products;276;Germany;5312;Area harvested;141;Soya beans;2021;2021;ha;34200;A;Official figure;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2010;2010;hg/ha;20000;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2011;2011;hg/ha;15000;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2012;2012;hg/ha;20000;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2013;2013;hg/ha;20000;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2014;2014;hg/ha;20000;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2015;2015;hg/ha;22500;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2016;2016;hg/ha;26875;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2017;2017;hg/ha;34737;E;Estimated value;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2018;2018;hg/ha;24357;A;Official figure;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2019;2019;hg/ha;29100;A;Official figure;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2020;2020;hg/ha;26775;A;Official figure;
QCL;Crops and livestock products;276;Germany;5419;Yield;141;Soya beans;2021;2021;hg/ha;31170;A;Official figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2010;2010;tonnes;2000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2011;2011;tonnes;3000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2012;2012;tonnes;4000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2013;2013;tonnes;10000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2014;2014;tonnes;18000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2015;2015;tonnes;27000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2016;2016;tonnes;43000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2017;2017;tonnes;66000;T;Unofficial figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2018;2018;tonnes;58700;A;Official figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2019;2019;tonnes;84100;A;Official figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2020;2020;tonnes;90500;A;Official figure;
QCL;Crops and livestock products;276;Germany;5510;Production;141;Soya beans;2021;2021;tonnes;106600;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2010;2010;ha;505;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2011;2011;ha;358;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2012;2012;ha;286;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2013;2013;ha;538;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2014;2014;ha;2809;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2015;2015;ha;3704;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2016;2016;ha;3261;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2017;2017;ha;2796;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2018;2018;ha;610;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2019;2019;ha;1030;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2020;2020;ha;990;A;Official figure;
QCL;Crops and livestock products;300;Greece;5312;Area harvested;141;Soya beans;2021;2021;ha;820;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2010;2010;hg/ha;27089;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2011;2011;hg/ha;25449;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2012;2012;hg/ha;25983;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2013;2013;hg/ha;27376;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2014;2014;hg/ha;27930;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2015;2015;hg/ha;29444;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2016;2016;hg/ha;29025;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2017;2017;hg/ha;28966;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2018;2018;hg/ha;41311;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2019;2019;hg/ha;36117;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2020;2020;hg/ha;18586;A;Official figure;
QCL;Crops and livestock products;300;Greece;5419;Yield;141;Soya beans;2021;2021;hg/ha;15000;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2010;2010;tonnes;1368.82;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2011;2011;tonnes;911.32;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2012;2012;tonnes;744.15;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2013;2013;tonnes;1471.74;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2014;2014;tonnes;7846.1;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2015;2015;tonnes;10904.71;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2016;2016;tonnes;9464.91;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2017;2017;tonnes;8099;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2018;2018;tonnes;2520;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2019;2019;tonnes;3720;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2020;2020;tonnes;1840;A;Official figure;
QCL;Crops and livestock products;300;Greece;5510;Production;141;Soya beans;2021;2021;tonnes;1230;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2010;2010;ha;37688;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2011;2011;ha;41009;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2012;2012;ha;40910;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2013;2013;ha;42350;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2014;2014;ha;42980;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2015;2015;ha;72016;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2016;2016;ha;61029;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2017;2017;ha;75667;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2018;2018;ha;62120;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2019;2019;ha;58230;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2020;2020;ha;58670;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5312;Area harvested;141;Soya beans;2021;2021;ha;62120;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2010;2010;hg/ha;22670;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2011;2011;hg/ha;23155;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2012;2012;hg/ha;16556;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2013;2013;hg/ha;18597;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2014;2014;hg/ha;26896;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2015;2015;hg/ha;20253;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2016;2016;hg/ha;30268;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2017;2017;hg/ha;23694;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2018;2018;hg/ha;29176;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2019;2019;hg/ha;29121;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2020;2020;hg/ha;28253;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5419;Yield;141;Soya beans;2021;2021;hg/ha;25206;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2010;2010;tonnes;85440;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2011;2011;tonnes;94955;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2012;2012;tonnes;67730;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2013;2013;tonnes;78760;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2014;2014;tonnes;115600;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2015;2015;tonnes;145853;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2016;2016;tonnes;184725;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2017;2017;tonnes;179282;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2018;2018;tonnes;181240;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2019;2019;tonnes;169570;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2020;2020;tonnes;165760;A;Official figure;
QCL;Crops and livestock products;348;Hungary;5510;Production;141;Soya beans;2021;2021;tonnes;156580;A;Official figure;
QCL;Crops and livestock products;372;Ireland;5510;Production;141;Soya beans;2018;2018;tonnes;0;A;Official figure;
QCL;Crops and livestock products;372;Ireland;5510;Production;141;Soya beans;2019;2019;tonnes;0;A;Official figure;
QCL;Crops and livestock products;372;Ireland;5510;Production;141;Soya beans;2020;2020;tonnes;0;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2010;2010;ha;159500;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2011;2011;ha;165955;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2012;2012;ha;152993;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2013;2013;ha;184146;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2014;2014;ha;232867;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2015;2015;ha;308979;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2016;2016;ha;288060;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2017;2017;ha;322417;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2018;2018;ha;326590;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2019;2019;ha;273330;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2020;2020;ha;256130;A;Official figure;
QCL;Crops and livestock products;380;Italy;5312;Area harvested;141;Soya beans;2021;2021;ha;285460;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2010;2010;hg/ha;34639;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2011;2011;hg/ha;34024;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2012;2012;hg/ha;27591;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2013;2013;hg/ha;33906;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2014;2014;hg/ha;40072;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2015;2015;hg/ha;36151;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2016;2016;hg/ha;37539;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2017;2017;hg/ha;31629;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2018;2018;hg/ha;36325;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2019;2019;hg/ha;38153;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2020;2020;hg/ha;39262;A;Official figure;
QCL;Crops and livestock products;380;Italy;5419;Yield;141;Soya beans;2021;2021;hg/ha;32350;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2010;2010;tonnes;552500;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2011;2011;tonnes;564638;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2012;2012;tonnes;422129.8;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2013;2013;tonnes;624359.6;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2014;2014;tonnes;933139.9;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2015;2015;tonnes;1116982.1;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2016;2016;tonnes;1081339.9;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2017;2017;tonnes;1019781;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2018;2018;tonnes;1186350;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2019;2019;tonnes;1042830;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2020;2020;tonnes;1005630;A;Official figure;
QCL;Crops and livestock products;380;Italy;5510;Production;141;Soya beans;2021;2021;tonnes;923470;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2010;2010;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2011;2011;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2012;2012;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2013;2013;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2014;2014;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2015;2015;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2016;2016;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2017;2017;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2018;2018;ha;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2019;2019;ha;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2020;2020;ha;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5312;Area harvested;141;Soya beans;2021;2021;ha;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2010;2010;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2011;2011;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2012;2012;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2013;2013;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2014;2014;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2015;2015;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2016;2016;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2017;2017;tonnes;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2018;2018;tonnes;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2019;2019;tonnes;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2020;2020;tonnes;0;A;Official figure;
QCL;Crops and livestock products;428;Latvia;5510;Production;141;Soya beans;2021;2021;tonnes;0;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5312;Area harvested;141;Soya beans;2018;2018;ha;1920;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5312;Area harvested;141;Soya beans;2019;2019;ha;1820;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5312;Area harvested;141;Soya beans;2020;2020;ha;2070;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5312;Area harvested;141;Soya beans;2021;2021;ha;1540;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5419;Yield;141;Soya beans;2018;2018;hg/ha;17969;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5419;Yield;141;Soya beans;2019;2019;hg/ha;12692;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5419;Yield;141;Soya beans;2020;2020;hg/ha;12367;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5419;Yield;141;Soya beans;2021;2021;hg/ha;14481;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5510;Production;141;Soya beans;2018;2018;tonnes;3450;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5510;Production;141;Soya beans;2019;2019;tonnes;2310;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5510;Production;141;Soya beans;2020;2020;tonnes;2560;A;Official figure;
QCL;Crops and livestock products;440;Lithuania;5510;Production;141;Soya beans;2021;2021;tonnes;2230;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5312;Area harvested;141;Soya beans;2020;2020;ha;10;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5312;Area harvested;141;Soya beans;2021;2021;ha;10;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5419;Yield;141;Soya beans;2020;2020;hg/ha;30000;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5419;Yield;141;Soya beans;2021;2021;hg/ha;20000;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5510;Production;141;Soya beans;2020;2020;tonnes;30;A;Official figure;
QCL;Crops and livestock products;442;Luxembourg;5510;Production;141;Soya beans;2021;2021;tonnes;20;A;Official figure;
QCL;Crops and livestock products;470;Malta;5312;Area harvested;141;Soya beans;2018;2018;ha;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5312;Area harvested;141;Soya beans;2019;2019;ha;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5312;Area harvested;141;Soya beans;2020;2020;ha;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5312;Area harvested;141;Soya beans;2021;2021;ha;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5510;Production;141;Soya beans;2018;2018;tonnes;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5510;Production;141;Soya beans;2019;2019;tonnes;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5510;Production;141;Soya beans;2020;2020;tonnes;0;A;Official figure;
QCL;Crops and livestock products;470;Malta;5510;Production;141;Soya beans;2021;2021;tonnes;0;A;Official figure;
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2010;2010;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2011;2011;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2012;2012;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2013;2013;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2014;2014;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
QCL;Crops and livestock products;528;Netherlands;5312;Area harvested;141;Soya beans;2015;2015;ha;0;M;Missing value (data cannot exist;" not applicable)"""""""
